N-500,N-800,N-1000,N-1200
0.770522184,0.754568616,0.771110258,0.754639462
0.76951931,0.753865673,0.770317977,0.753958352
0.769059844,0.753579632,0.769942113,0.753616758
0.767411989,0.75219589,0.768449228,0.751527507
0.766938242,0.751920707,0.768195461,0.751378826
0.766549075,0.75132679,0.768215362,0.751167721
0.766312922,0.750982778,0.76777593,0.750888652
0.765184654,0.750035143,0.766993422,0.750019084
0.764857237,0.749905341,0.766676696,0.749944694
0.763724949,0.748506164,0.765044052,0.748524842
0.76400996,0.748795024,0.764981866,0.748952384
0.76490965,0.749740628,0.765892042,0.750476986
0.764842532,0.749634349,0.76577091,0.75012084
0.763965847,0.748761305,0.765212612,0.749155982
0.765058512,0.749855066,0.765498323,0.750178821
0.76359125,0.748920539,0.764220261,0.749041877
0.763530612,0.748932133,0.763989986,0.748964141
0.764244919,0.749927617,0.764793234,0.750739878
0.762862769,0.748754751,0.763472777,0.749159171
0.763165577,0.749396133,0.76410313,0.749773927
0.76330438,0.749563231,0.764411642,0.750346945
